user_id	movie_id	rating	title	genre	age	gender	occupation
655	274	3	Sabrina (1995)	Comedy	50	F	healthcare
655	126	2	"Spitfire Grill, The (1996)"	Drama	50	F	healthcare
655	693	3	Casino (1995)	Drama	50	F	healthcare
655	1403	3	Caro Diario (Dear Diary) (1994)	Drama	50	F	healthcare
655	198	4	Nikita (La Femme Nikita) (1990)	Thriller	50	F	healthcare
655	670	3	Body Snatchers (1993)	Horror	50	F	healthcare
655	523	3	Cool Hand Luke (1967)	Comedy	50	F	healthcare
655	736	3	Shadowlands (1993)	Drama	50	F	healthcare
655	53	2	Natural Born Killers (1994)	Thriller	50	F	healthcare
655	66	2	While You Were Sleeping (1995)	Romance	50	F	healthcare
655	281	2	"River Wild, The (1994)"	Action	50	F	healthcare
655	52	3	"Madness of King George, The (1994)"	Drama	50	F	healthcare
655	224	3	Ridicule (1996)	Drama	50	F	healthcare
655	918	2	City of Angels (1998)	Romance	50	F	healthcare
655	344	4	"Apostle, The (1997)"	Drama	50	F	healthcare
655	14	3	"Postino, Il (1994)"	Drama	50	F	healthcare
655	935	3	Paradise Road (1997)	Drama	50	F	healthcare
655	179	4	"Clockwork Orange, A (1971)"	Sci-Fi	50	F	healthcare
655	98	4	"Silence of the Lambs, The (1991)"	Drama	50	F	healthcare
655	726	2	Fluke (1995)	Children's	50	F	healthcare
655	945	2	Charade (1963)	Thriller	50	F	healthcare
655	185	4	Psycho (1960)	Thriller	50	F	healthcare
655	347	3	Wag the Dog (1997)	Drama	50	F	healthcare
655	1158	3	"Fille seule, La (A Single Girl) (1995)"	Drama	50	F	healthcare
655	205	3	Patton (1970)	War	50	F	healthcare
655	550	2	Die Hard: With a Vengeance (1995)	Thriller	50	F	healthcare
655	303	4	Ulee's Gold (1997)	Drama	50	F	healthcare
655	805	2	Manhattan Murder Mystery (1993)	Mystery	50	F	healthcare
655	58	3	Quiz Show (1994)	Drama	50	F	healthcare
655	162	3	On Golden Pond (1981)	Drama	50	F	healthcare
655	100	3	Fargo (1996)	Thriller	50	F	healthcare
655	1651	4	"Spanish Prisoner, The (1997)"	Drama	50	F	healthcare
655	51	2	Legends of the Fall (1994)	Western	50	F	healthcare
655	727	2	Immortal Beloved (1994)	Drama	50	F	healthcare
655	744	2	Michael Collins (1996)	Drama	50	F	healthcare
655	1097	3	"Hate (Haine, La) (1995)"	Drama	50	F	healthcare
655	509	3	My Left Foot (1989)	Drama	50	F	healthcare
655	959	3	Dazed and Confused (1993)	Comedy	50	F	healthcare
655	685	2	Executive Decision (1996)	Thriller	50	F	healthcare
655	1370	3	I Can't Sleep (J'ai pas sommeil) (1994)	Thriller	50	F	healthcare
655	476	2	"First Wives Club, The (1996)"	Comedy	50	F	healthcare
655	273	4	Heat (1995)	Crime	50	F	healthcare
655	1232	3	Madonna: Truth or Dare (1991)	Documentary	50	F	healthcare
655	1605	3	Love Serenade (1996)	Comedy	50	F	healthcare
655	508	3	"People vs. Larry Flynt, The (1996)"	Drama	50	F	healthcare
655	533	2	"Daytrippers, The (1996)"	Mystery	50	F	healthcare
655	27	3	Bad Boys (1995)	Action	50	F	healthcare
655	517	4	Manhattan (1979)	Comedy	50	F	healthcare
655	628	3	Sleepers (1996)	Crime	50	F	healthcare
655	283	3	Emma (1996)	Romance	50	F	healthcare
655	36	2	Mad Love (1995)	Romance	50	F	healthcare
655	505	3	Dial M for Murder (1954)	Thriller	50	F	healthcare
655	707	3	Enchanted April (1991)	Drama	50	F	healthcare
655	280	2	Up Close and Personal (1996)	Romance	50	F	healthcare
655	950	3	Georgia (1995)	Drama	50	F	healthcare
655	611	3	Laura (1944)	Film-Noir	50	F	healthcare
655	210	3	Indiana Jones and the Last Crusade (1989)	Action	50	F	healthcare
655	576	2	Cliffhanger (1993)	Action	50	F	healthcare
655	1319	3	"Neon Bible, The (1995)"	Drama	50	F	healthcare
655	252	2	"Lost World: Jurassic Park, The (1997)"	Thriller	50	F	healthcare
655	1208	3	Kiss of Death (1995)	Crime	50	F	healthcare
655	1007	3	Waiting for Guffman (1996)	Comedy	50	F	healthcare
655	1351	3	Lover's Knot (1996)	Comedy	50	F	healthcare
655	1046	3	Malice (1993)	Thriller	50	F	healthcare
655	1169	3	Fresh (1994)	Drama	50	F	healthcare
655	1395	3	Hurricane Streets (1998)	Drama	50	F	healthcare
655	1418	4	"Joy Luck Club, The (1993)"	Drama	50	F	healthcare
655	134	4	Citizen Kane (1941)	Drama	50	F	healthcare
655	1045	3	Fearless (1993)	Drama	50	F	healthcare
655	32	4	Crumb (1994)	Documentary	50	F	healthcare
655	525	2	"Big Sleep, The (1946)"	Mystery	50	F	healthcare
655	962	5	Ruby in Paradise (1993)	Drama	50	F	healthcare
655	782	3	Little Odessa (1994)	Drama	50	F	healthcare
655	159	3	Basic Instinct (1992)	Thriller	50	F	healthcare
655	1016	3	Con Air (1997)	Adventure	50	F	healthcare
655	1029	1	Jury Duty (1995)	Comedy	50	F	healthcare
655	1585	4	American Dream (1990)	Documentary	50	F	healthcare
655	527	3	Gandhi (1982)	Drama	50	F	healthcare
655	698	4	"Browning Version, The (1994)"	Drama	50	F	healthcare
655	1379	3	Love and Other Catastrophes (1996)	Romance	50	F	healthcare
655	208	3	Young Frankenstein (1974)	Horror	50	F	healthcare
655	1134	3	Get on the Bus (1996)	Drama	50	F	healthcare
655	909	3	Dangerous Beauty (1998)	Drama	50	F	healthcare
655	1008	3	I Shot Andy Warhol (1996)	Drama	50	F	healthcare
655	1607	3	Hurricane Streets (1998)	Drama	50	F	healthcare
655	77	3	"Firm, The (1993)"	Thriller	50	F	healthcare
655	500	2	Fly Away Home (1996)	Children's	50	F	healthcare
655	1538	3	All Over Me (1997)	Drama	50	F	healthcare
655	792	3	Bullets Over Broadway (1994)	Comedy	50	F	healthcare
655	284	2	Tin Cup (1996)	Romance	50	F	healthcare
655	619	3	Extreme Measures (1996)	Thriller	50	F	healthcare
655	733	3	Go Fish (1994)	Drama	50	F	healthcare
655	936	3	Brassed Off (1996)	Romance	50	F	healthcare
655	1085	2	Carried Away (1996)	Romance	50	F	healthcare
655	481	2	"Apartment, The (1960)"	Comedy	50	F	healthcare
655	1649	3	"Big One, The (1997)"	Comedy	50	F	healthcare
655	672	2	Candyman (1992)	Horror	50	F	healthcare
655	213	4	"Room with a View, A (1986)"	Drama	50	F	healthcare
655	1017	3	Trees Lounge (1996)	Drama	50	F	healthcare
655	728	2	Junior (1994)	Comedy	50	F	healthcare
655	97	3	Dances with Wolves (1990)	Adventure	50	F	healthcare
655	867	4	"Whole Wide World, The (1996)"	Drama	50	F	healthcare
655	117	2	"Rock, The (1996)"	Thriller	50	F	healthcare
655	149	4	Jude (1996)	Drama	50	F	healthcare
655	271	3	Starship Troopers (1997)	Adventure	50	F	healthcare
655	1067	2	Bottle Rocket (1996)	Comedy	50	F	healthcare
655	572	2	Blown Away (1994)	Thriller	50	F	healthcare
655	1197	3	"Family Thing, A (1996)"	Comedy	50	F	healthcare
655	1252	3	"Contempt (Mepris, Le) (1963)"	Drama	50	F	healthcare
655	166	3	Manon of the Spring (Manon des sources) (1986)	Drama	50	F	healthcare
655	1475	3	Bhaji on the Beach (1993)	Comedy	50	F	healthcare
655	393	2	Mrs. Doubtfire (1993)	Comedy	50	F	healthcare
655	958	3	To Live (Huozhe) (1994)	Drama	50	F	healthcare
655	321	3	Mother (1996)	Comedy	50	F	healthcare
655	1103	3	Trust (1990)	Drama	50	F	healthcare
655	291	3	Absolute Power (1997)	Mystery	50	F	healthcare
655	286	3	"English Patient, The (1996)"	Drama	50	F	healthcare
655	183	4	Alien (1979)	Thriller	50	F	healthcare
655	1226	3	Night Falls on Manhattan (1997)	Drama	50	F	healthcare
655	1108	3	Feast of July (1995)	Drama	50	F	healthcare
655	1194	5	Once Were Warriors (1994)	Drama	50	F	healthcare
655	923	3	Raise the Red Lantern (1991)	Drama	50	F	healthcare
655	25	3	"Birdcage, The (1996)"	Comedy	50	F	healthcare
655	1128	3	Heidi Fleiss: Hollywood Madam (1995) 	Documentary	50	F	healthcare
655	402	2	Ghost (1990)	Thriller	50	F	healthcare
655	20	3	Angels and Insects (1995)	Romance	50	F	healthcare
655	172	4	"Empire Strikes Back, The (1980)"	Drama	50	F	healthcare
655	875	3	She's So Lovely (1997)	Drama	50	F	healthcare
655	129	3	Bound (1996)	Crime	50	F	healthcare
655	960	3	Naked (1993)	Drama	50	F	healthcare
655	1255	3	Broken English (1996)	Drama	50	F	healthcare
655	1344	3	"Story of Xinghua, The (1993)"	Drama	50	F	healthcare
655	656	3	M (1931)	Film-Noir	50	F	healthcare
655	175	3	Brazil (1985)	Sci-Fi	50	F	healthcare
655	330	2	187 (1997)	Drama	50	F	healthcare
655	516	2	Local Hero (1983)	Comedy	50	F	healthcare
655	1642	4	Some Mother's Son (1996)	Drama	50	F	healthcare
655	38	2	"Net, The (1995)"	Thriller	50	F	healthcare
655	187	5	"Godfather: Part II, The (1974)"	Action	50	F	healthcare
655	60	3	Three Colors: Blue (1993)	Drama	50	F	healthcare
655	228	3	Star Trek: The Wrath of Khan (1982)	Adventure	50	F	healthcare
655	610	4	Gigi (1958)	Musical	50	F	healthcare
655	1629	3	Nico Icon (1995)	Documentary	50	F	healthcare
655	629	3	Victor/Victoria (1982)	Comedy	50	F	healthcare
655	717	1	"Juror, The (1996)"	Thriller	50	F	healthcare
655	150	3	Swingers (1996)	Drama	50	F	healthcare
655	778	2	Don Juan DeMarco (1995)	Drama	50	F	healthcare
655	739	4	Pretty Woman (1990)	Comedy	50	F	healthcare
655	42	3	Clerks (1994)	Comedy	50	F	healthcare
655	1462	3	"Thieves (Voleurs, Les) (1996)"	Crime	50	F	healthcare
655	1532	2	Foreign Student (1994)	Drama	50	F	healthcare
655	1131	5	Safe (1995)	Thriller	50	F	healthcare
655	522	3	Down by Law (1986)	Comedy	50	F	healthcare
655	806	3	Menace II Society (1993)	Crime	50	F	healthcare
655	880	2	Soul Food (1997)	Drama	50	F	healthcare
655	1490	2	Fausto (1993)	Comedy	50	F	healthcare
655	753	3	Burnt By the Sun (1994)	Drama	50	F	healthcare
